file_path,extension,size_bytes,line_count,is_python,is_test,is_script,is_doc,is_experiment,is_cache_or_build,last_modified_time,git_status,classification,notes
CHATGPT_CHANGELOG_V0.8.10_LINEAGE_MULTI_COMPARE.md,.md,2235,55,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.11_COMPARE_DISPLAY_TRACE_CLEANUP.md,.md,1435,32,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.12_HOVER_CROSSHAIR_RETIRE_COMPARE_AUDIT.md,.md,555,14,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.13_SLIDER_COMPARE_COMPACT_TRAY.md,.md,1322,37,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.14_DISPLAY_INTERPOLATION_COMPAT.md,.md,1054,23,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.15_COMPACT_BOTTOM_WORKSPACE.md,.md,1406,23,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.1_REPORT_EXPORT_CONTROLLER.md,.md,2337,53,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.2_PROCESSING_LINEAGE_CONTROLLER.md,.md,1476,37,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.3_BSCAN_INTERACTION_CONTROLLER.md,.md,1905,52,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.4_AUTOTUNE_SYNC_CONTROLLER.md,.md,2140,59,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,autotune_runtime,
CHATGPT_CHANGELOG_V0.8.5_APP_QT_CLOSURE.md,.md,772,20,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,ui,
CHATGPT_CHANGELOG_V0.8.6_FINAL_AUDIT_FIXES.md,.md,2762,63,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.7_PROCESSING_LINEAGE_ENHANCEMENT.md,.md,2122,28,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.8_LINEAGE_COMPARE_UX.md,.md,1737,32,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_CHANGELOG_V0.8.9_LINEAGE_COMPARE_TOGGLE.md,.md,715,18,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_FINAL_CHANGELOG.md,.md,1527,43,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_PACKAGE_HOTFIX_README.md,.md,645,17,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_ROI_TOGGLE_CHANGELOG.md,.md,1449,27,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CHATGPT_WEB_AUDIT_20260531.md,.md,4761,121,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
CURRENT_STATE.md,.md,4330,98,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
README.md,.md,4730,161,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
START_MYGPR_README.md,.md,1284,49,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
VERSION,,8,1,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
app_qt.py,.py,322999,7847,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,ui,
build_exe.bat,.bat,1684,74,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
check_mygpr_environment.bat,.bat,1568,40,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
cli_batch.py,.py,26942,790,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
gpr_gui.spec,.spec,3785,142,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
pytest.ini,.ini,539,9,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
read_file_data.py,.py,5641,181,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
requirements-dev.txt,.txt,446,22,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
start_mygpr.bat,.bat,3386,113,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
start_mygpr_debug.bat,.bat,84,4,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
启动MyGPR.bat,.bat,3386,113,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
启动MyGPR_调试日志.bat,.bat,84,4,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
检查MyGPR环境.bat,.bat,1575,40,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
CHATGPT_CHANGELOG_V0.8.16_SLIDER_COMPARE_SMOOTHER.md,.md,1303,29,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
PythonModule/__init__.py,.py,93,3,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/agcGain.py,.py,5549,173,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/amplitude_scale.py,.py,1818,53,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/ccbs_filter.py,.py,11878,303,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/compensatingGain.py,.py,4811,170,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/dewow.py,.py,2731,85,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/energy_decay_gain.py,.py,3316,89,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/equidistant_trace_resample.py,.py,2440,68,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/fk_filter.py,.py,1195,38,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/frequency_filter_1d.py,.py,10149,270,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/hankel_svd.py,.py,14929,405,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/hilbert_envelope.py,.py,1309,42,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/kirchhoff_migration.py,.py,67431,2010,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/median_background_2D.py,.py,2066,70,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/motion_compensation_attitude.py,.py,8049,223,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/motion_compensation_core.py,.py,14920,404,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/motion_compensation_height.py,.py,12914,324,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/motion_compensation_speed.py,.py,5262,136,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/motion_compensation_v2.py,.py,27468,662,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/motion_compensation_vibration.py,.py,8570,231,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/read_file_data.py,.py,842,28,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/rpca_background.py,.py,3273,102,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/rpca_placeholder.py,.py,219,8,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/running_average_2D.py,.py,5304,167,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/sec_gain.py,.py,1240,40,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/set_zero_time.py,.py,5413,171,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/sliding_average.py,.py,364,11,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/stolt_migration.py,.py,6791,180,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/subtracting_average_2D.py,.py,5232,164,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/svd_background.py,.py,560,21,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/svd_subspace.py,.py,1678,55,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/time_cut.py,.py,4367,138,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/time_to_depth.py,.py,631,21,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/trace_median_filter.py,.py,2550,79,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/trace_qc.py,.py,4566,127,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/trace_savgol_filter.py,.py,4016,127,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/trajectory_smoothing.py,.py,8858,238,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/wavelet_2d.py,.py,4445,125,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/wavelet_svd.py,.py,4800,135,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
PythonModule/wnnm_placeholder.py,.py,418,14,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
assets/mygpr_mark.svg,.svg,1365,20,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
assets/styles_extra_dark.qss,.qss,0,0,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
assets/styles_extra_light.qss,.qss,0,0,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
assets/theme_config.json,.json,20,1,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
config/cli_batch_mvp_example.json,.json,330,12,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
config/motion_compensation_v1_benchmark.json,.json,409,13,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
config/research_dashboard_defaults.json,.json,1790,51,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,unknown,
config/uav_gpr_motion_demo_v1.json,.json,914,28,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
config/uav_gpr_motion_v2_synthetic.json,.json,530,15,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/__init__.py,.py,33,1,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/app_errors.py,.py,5402,159,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/app_paths.py,.py,3579,110,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/auto_tune.py,.py,126860,3400,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/auto_tune_comparison.py,.py,25692,703,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/auto_tune_comparison_export.py,.py,31646,856,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/auto_tune_constraints.py,.py,16172,554,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/auto_tune_pipeline.py,.py,36117,1005,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/auto_tune_recommendation_labels.py,.py,5785,165,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/autotune_background_runner.py,.py,11252,302,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,autotune_runtime,
core/autotune_background_suppression.py,.py,23612,687,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,autotune_runtime,
core/autotune_paired_scoring_smoke.py,.py,35761,987,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,autotune_runtime,
core/background_time_range.py,.py,4231,126,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/benchmark_registry.py,.py,20477,499,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/benchmark_runner.py,.py,5340,147,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/data_context.py,.py,5308,141,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/evidence_export.py,.py,33225,834,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/favorites_manager.py,.py,7504,202,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/gain_selection.py,.py,9138,238,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/gpr_io.py,.py,36562,1026,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/gprmax_dataset_contract.py,.py,7084,217,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
core/gprmax_ground_truth.py,.py,17134,486,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
core/gprmax_model_inspector.py,.py,10197,252,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
core/gprmax_truth_metrics.py,.py,12943,358,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
core/gprpy_compat.py,.py,5600,151,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/log_events.py,.py,3420,111,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/methods_registry.py,.py,60904,1925,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/motion_quality_metrics.py,.py,1025,30,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/no_prior_qc_policy.py,.py,7967,225,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/no_prior_ui_guardrails.py,.py,5598,158,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/preset_profiles.py,.py,31630,886,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/processing_engine.py,.py,21004,567,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/quality_metrics.py,.py,26604,707,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/research_dashboard.py,.py,16440,413,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/runtime_warnings.py,.py,2356,72,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/scalar_utils.py,.py,3022,100,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/shared_data_model.py,.py,24571,635,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/shared_data_state.py,.py,507,14,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/sidecar_integration.py,.py,1718,49,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/sidecar_models.py,.py,2206,62,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/sidecar_parsers.py,.py,8157,218,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/theme_manager.py,.py,24496,943,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/trace_metadata_utils.py,.py,21177,509,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/uav_georeference_3d.py,.py,26777,636,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/workflow_data.py,.py,20206,589,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/workflow_executor.py,.py,5553,168,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
core/workflow_template_manager.py,.py,11778,322,True,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/auto_tune_current_status_and_next_steps.md,.md,6291,118,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/auto_tune_design_assumption_audit.md,.md,9159,144,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/auto_tune_native_ablation.md,.md,3549,124,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/auto_tune_research_comparison_design.md,.md,11616,267,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/auto_tune_research_validation.md,.md,8878,256,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/auto_tune_zero_time_policy.md,.md,2657,62,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/autotune_gprmax_evidence_workflow.md,.md,4825,122,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,autotune_runtime,
docs/autotune_gprmax_mvp_experiment.md,.md,3639,113,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,autotune_runtime,
docs/autotune_gprmax_pipe_demo_report.md,.md,14374,316,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,autotune_runtime,
docs/gprmax_auto_tune_validation_plan.md,.md,11218,240,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
docs/gprmax_autotune_iteration_log.md,.md,15932,221,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,autotune_runtime,
docs/gprmax_integration_architecture.md,.md,18325,609,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
docs/gprmax_native_benchmark_package.md,.md,4854,120,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
docs/gprmax_native_benchmark_scene_plan_gx004_gx005_gx006.md,.md,12418,346,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
docs/gprmax_simulation_validity_audit.md,.md,5544,144,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
docs/gprmax_uavgpr_model_references.md,.md,2236,45,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/gprmax_uavgpr_sampling_and_gpu.md,.md,3513,93,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/gx007_paired_gprmax_benchmark_plan.md,.md,8239,260,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,gprmax_integration,
docs/hankel_svd_reset.md,.md,9866,169,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/main_baseline_status_2026_05_22.md,.md,4331,82,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/merge_audit_algorithm_output_compatibility.md,.md,7222,135,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/merge_readiness_research_to_main.md,.md,3462,87,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/motion_compensation_frontend_params.md,.md,6657,99,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/motion_compensation_nodes.md,.md,2646,43,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/motion_compensation_v2_capability_audit_2026-05-11.md,.md,7382,221,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/motion_compensation_v2_design.md,.md,8506,247,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/motion_compensation_v3_backlog.md,.md,2195,27,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/motion_v2_closure_validation.md,.md,2995,73,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/mygpr_uavgpr_final_workflow_obsidian.md,.md,25048,804,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/no_prior_mode_status_and_integration_audit.md,.md,7899,165,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/no_prior_qc_design.md,.md,7065,173,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/structure-review-checklist-2026-04-10.md,.md,7220,191,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/uav_gpr_auto_tune_prior_art_and_roadmap.md,.md,34213,399,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/uav_gpr_standard_processing_flow.md,.md,11952,131,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,core_runtime,
docs/ui_smoke_001_report.md,.md,4320,89,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/ui_smoke_001_results.json,.json,3964,116,False,False,False,False,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/ui_stabilization_audit.md,.md,3706,75,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
docs/workbench_retirement_migration_status.md,.md,1344,26,False,False,False,True,False,False,2026-06-03T04:58:42,zip_package_untracked_unknown,docs,
