timestamp_s,longitude,latitude,ground_elevation_m,flight_height_m,local_x_m,local_y_m,local_z_m,rtk_fix_type,satellites,hdop
2003.040000,104.1236004096,30.6543260414,116.116902,0.124642,13.829242,0.561207,116.241544,5,21,0.630
2003.120000,104.1236040274,30.6543258747,116.119637,0.122764,14.175700,0.542648,116.242401,5,22,0.670
2003.200000,104.1236077480,30.6543273909,116.122346,0.132827,14.532002,0.711436,116.255173,5,18,0.550
2003.280000,104.1236114083,30.6543265768,116.125028,0.122214,14.882528,0.620806,116.247242,5,19,0.590
2003.360000,104.1236146428,30.6543266071,116.127683,0.111373,15.192276,0.624178,116.239056,5,20,0.630
2003.440000,104.1236181985,30.6543266766,116.130310,0.119511,15.532785,0.631914,116.249822,5,21,0.670
2003.520000,104.1236218107,30.6543276718,116.132909,0.116163,15.878700,0.742701,116.249072,5,22,0.550
2003.600000,104.1236249447,30.6543265527,116.135479,0.102494,16.178826,0.618125,116.237973,5,18,0.590
2003.680000,104.1236282166,30.6543273115,116.138020,0.109189,16.492156,0.702596,116.247209,5,19,0.630
2003.760000,104.1236315566,30.6543259720,116.140531,0.103349,16.812005,0.553487,116.243879,5,20,0.670
2003.840000,104.1236349318,30.6543264642,116.143011,0.115189,17.135226,0.608272,116.258200,5,21,0.550
2003.920000,104.1236382830,30.6543269885,116.145460,0.106716,17.456159,0.666644,116.252176,5,22,0.590
2004.000000,104.1236415106,30.6543270076,116.147877,0.114356,17.765246,0.668762,116.262233,5,18,0.630
2004.080000,104.1236448764,30.6543259999,116.150262,0.119727,18.087568,0.556590,116.269989,5,19,0.670
2004.160000,104.1236478817,30.6543278262,116.152615,0.108496,18.375369,0.759896,116.261111,5,20,0.550
2004.240000,104.1236511047,30.6543263062,116.154934,0.103684,18.684017,0.590682,116.258618,5,21,0.590
2004.320000,104.1236542155,30.6543266955,116.157220,0.105540,18.981916,0.634025,116.262760,5,22,0.630
2004.400000,104.1236572712,30.6543272364,116.159472,0.115181,19.274538,0.694237,116.274652,5,18,0.670
2004.480000,104.1236605727,30.6543262779,116.161688,0.102083,19.590706,0.587535,116.263771,5,19,0.550
2004.560000,104.1236636680,30.6543263077,116.163870,0.115846,19.887127,0.590851,116.279716,5,20,0.590
2004.640000,104.1236666400,30.6543279019,116.166016,0.112032,20.171735,0.768322,116.278049,5,21,0.630
2004.720000,104.1236695894,30.6543266475,116.168126,0.104842,20.454186,0.628679,116.272969,5,22,0.670
2004.800000,104.1236728720,30.6543267902,116.170200,0.110753,20.768540,0.644568,116.280953,5,18,0.550
2004.880000,104.1236760622,30.6543271760,116.172237,0.106821,21.074040,0.687514,116.279058,5,19,0.590
2004.960000,104.1236791865,30.6543270120,116.174236,0.105417,21.373244,0.669255,116.279653,5,20,0.630
2005.040000,104.1236825578,30.6543271634,116.176197,0.113243,21.696093,0.686112,116.289440,5,21,0.670
2005.120000,104.1236859190,30.6543266208,116.178120,0.109164,22.017969,0.625705,116.287284,5,22,0.550
2005.200000,104.1236893781,30.6543272534,116.180004,0.103734,22.349233,0.696125,116.283738,5,18,0.590
2005.280000,104.1236926868,30.6543273433,116.181849,0.099152,22.666080,0.706141,116.281001,5,19,0.630
2005.360000,104.1236961953,30.6543286681,116.183655,0.106319,23.002071,0.853615,116.289973,5,20,0.670
2005.440000,104.1236996199,30.6543262453,116.185420,0.106032,23.330025,0.583902,116.291453,5,21,0.550
2005.520000,104.1237031771,30.6543258908,116.187146,0.102482,23.670673,0.544449,116.289627,5,22,0.590
2005.600000,104.1237064173,30.6543262686,116.188830,0.101979,23.980975,0.586506,116.290809,5,18,0.630
2005.680000,104.1237099852,30.6543265340,116.190474,0.090786,24.322649,0.616041,116.281260,5,19,0.670
2005.760000,104.1237133040,30.6543253273,116.192076,0.101190,24.640469,0.481720,116.293267,5,20,0.550
2005.840000,104.1237166591,30.6543251315,116.193637,0.095932,24.961767,0.459915,116.289569,5,21,0.590
2005.920000,104.1237202225,30.6543257833,116.195155,0.086708,25.303011,0.532481,116.281864,5,22,0.630
2006.000000,104.1237239167,30.6543261910,116.196631,0.099231,25.656785,0.577860,116.295862,5,18,0.670
2006.080000,104.1237272832,30.6543244869,116.198065,0.088013,25.979177,0.388164,116.286078,5,19,0.550
2006.160000,104.1237304333,30.6543250055,116.199455,0.082796,26.280843,0.445897,116.282251,5,20,0.590
2006.240000,104.1237339460,30.6543257853,116.200802,0.092101,26.617231,0.532701,116.292902,5,21,0.630
2006.320000,104.1237371405,30.6543254536,116.202105,0.085704,26.923148,0.495780,116.287808,5,22,0.670
2006.400000,104.1237407602,30.6543248394,116.203364,0.088176,27.269785,0.427405,116.291541,5,18,0.550
2006.480000,104.1237443909,30.6543269735,116.204579,0.081271,27.617479,0.664969,116.285850,5,19,0.590
2006.560000,104.1237480417,30.6543248029,116.205750,0.083007,27.967087,0.423337,116.288757,5,20,0.630
2006.640000,104.1237517713,30.6543250343,116.206876,0.085658,28.324252,0.449098,116.292534,5,21,0.670
2006.720000,104.1237553634,30.6543235072,116.207957,0.087794,28.668250,0.279101,116.295751,5,22,0.550
2006.800000,104.1237592624,30.6543246895,116.208993,0.080097,29.041634,0.410718,116.289089,5,18,0.590
2006.880000,104.1237629069,30.6543239637,116.209983,0.081243,29.390641,0.329922,116.291225,5,19,0.630
2006.960000,104.1237666846,30.6543240211,116.210928,0.078003,29.752409,0.336310,116.288930,5,20,0.670
2007.040000,104.1237706869,30.6543246690,116.211826,0.082982,30.135689,0.408432,116.294808,5,21,0.550
2007.120000,104.1237747008,30.6543239176,116.212679,0.081401,30.520079,0.324787,116.294080,5,22,0.590
2007.200000,104.1237786592,30.6543238675,116.213486,0.090041,30.899144,0.319208,116.303527,5,18,0.630
2007.280000,104.1237825633,30.6543229032,116.214246,0.082610,31.273019,0.211860,116.296856,5,19,0.670
2007.360000,104.1237866017,30.6543239805,116.214960,0.086779,31.659750,0.331786,116.301739,5,20,0.550
2007.440000,104.1237901668,30.6543215283,116.215627,0.079364,32.001160,0.058814,116.294991,5,21,0.590
2007.520000,104.1237940072,30.6543226995,116.216247,0.086055,32.368930,0.189185,116.302301,5,22,0.630
2007.600000,104.1237980248,30.6543217688,116.216820,0.080613,32.753671,0.085582,116.297433,5,18,0.670
2007.680000,104.1238017804,30.6543225390,116.217346,0.090273,33.113326,0.171322,116.307619,5,19,0.550
2007.760000,104.1238058495,30.6543228797,116.217824,0.091408,33.502996,0.209252,116.309232,5,20,0.590
2007.840000,104.1238096169,30.6543227907,116.218256,0.097677,33.863780,0.199340,116.315933,5,21,0.630
2007.920000,104.1238134404,30.6543214664,116.218639,0.101914,34.229937,0.051915,116.320554,5,22,0.670
2008.000000,104.1238171808,30.6543231226,116.218976,0.115040,34.588133,0.236290,116.334015,5,18,0.550
2008.080000,104.1238212620,30.6543213225,116.219265,0.113448,34.978966,0.035898,116.332712,5,19,0.590
2008.160000,104.1238250213,30.6543212953,116.219506,0.101308,35.338966,0.032873,116.320813,5,20,0.630
2008.240000,104.1238289730,30.6543205022,116.219699,0.117781,35.717396,-0.055413,116.337480,5,21,0.670
2008.320000,104.1238327803,30.6543217494,116.219845,0.111488,36.082004,0.083427,116.331332,5,22,0.550
2008.400000,104.1238365532,30.6543205817,116.219943,0.123245,36.443311,-0.046562,116.343188,5,18,0.590
2008.480000,104.1238402281,30.6543203177,116.219993,0.127486,36.795233,-0.075948,116.347479,5,19,0.630
2008.560000,104.1238440757,30.6543209573,116.219995,0.129917,37.163694,-0.004755,116.349912,5,20,0.670
2008.640000,104.1238480619,30.6543213699,116.219950,0.134900,37.545428,0.041177,116.354850,5,21,0.550
2008.720000,104.1238518624,30.6543197798,116.219856,0.131798,37.909385,-0.135834,116.351654,5,22,0.590
2008.800000,104.1238556145,30.6543199136,116.219715,0.146177,38.268692,-0.120941,116.365892,5,18,0.630
2008.880000,104.1238593001,30.6543206900,116.219526,0.134957,38.621647,-0.034509,116.354484,5,19,0.670
2008.960000,104.1238630235,30.6543200953,116.219290,0.147189,38.978208,-0.100713,116.366479,5,20,0.550
2009.040000,104.1238667134,30.6543201274,116.219005,0.142736,39.331574,-0.097139,116.361741,5,21,0.590
2009.120000,104.1238703515,30.6543193468,116.218674,0.134600,39.679970,-0.184033,116.353273,5,22,0.630
2009.200000,104.1238737549,30.6543203663,116.218294,0.147277,40.005892,-0.070544,116.365571,5,18,0.670
2009.280000,104.1238776635,30.6543189673,116.217867,0.153251,40.380202,-0.226280,116.371119,5,19,0.550
2009.360000,104.1238813495,30.6543192906,116.217393,0.147418,40.733181,-0.190294,116.364811,5,20,0.590
2009.440000,104.1238850130,30.6543188097,116.216872,0.153772,41.084017,-0.243825,116.370643,5,21,0.630
2009.520000,104.1238888494,30.6543196663,116.216303,0.164745,41.451403,-0.148468,116.381049,5,22,0.670
2009.600000,104.1238922076,30.6543189757,116.215688,0.162465,41.773002,-0.225345,116.378152,5,18,0.550
2009.680000,104.1238960119,30.6543181718,116.215025,0.155228,42.137311,-0.314836,116.370253,5,19,0.590
2009.760000,104.1238994703,30.6543187105,116.214316,0.156594,42.468501,-0.254862,116.370910,5,20,0.630
2009.840000,104.1239027255,30.6543171018,116.213560,0.151117,42.780235,-0.433947,116.364678,5,21,0.670
2009.920000,104.1239061537,30.6543169527,116.212758,0.169468,43.108538,-0.450548,116.382226,5,22,0.550
2010.000000,104.1239093624,30.6543184495,116.211910,0.153655,43.415813,-0.283925,116.365565,5,18,0.590
2010.080000,104.1239126217,30.6543175910,116.211015,0.167456,43.727933,-0.379485,116.378471,5,19,0.630
2010.160000,104.1239158684,30.6543178853,116.210075,0.157275,44.038851,-0.346723,116.367350,5,20,0.670
2010.240000,104.1239193046,30.6543179755,116.209089,0.160935,44.367922,-0.336686,116.370023,5,21,0.550
2010.320000,104.1239226486,30.6543158548,116.208057,0.148825,44.688150,-0.572760,116.356882,5,22,0.590
2010.400000,104.1239258957,30.6543160969,116.206981,0.145323,44.999108,-0.545817,116.352303,5,18,0.630
2010.480000,104.1239294550,30.6543160174,116.205859,0.151894,45.339962,-0.554667,116.357753,5,19,0.670
2010.560000,104.1239328768,30.6543161334,116.204693,0.149077,45.667650,-0.541753,116.353770,5,20,0.550
2010.640000,104.1239361558,30.6543167305,116.203482,0.154870,45.981653,-0.475285,116.358351,5,21,0.590
2010.720000,104.1239395224,30.6543148890,116.202227,0.156634,46.304058,-0.680276,116.358861,5,22,0.630
2010.800000,104.1239427095,30.6543175048,116.200928,0.144273,46.609270,-0.389081,116.345201,5,18,0.670
2010.880000,104.1239459477,30.6543167964,116.199585,0.140696,46.919365,-0.467942,116.340281,5,19,0.550
2010.960000,104.1239493255,30.6543165040,116.198199,0.150985,47.242837,-0.500491,116.349184,5,20,0.590
2011.040000,104.1239523666,30.6543161986,116.196770,0.143983,47.534069,-0.534490,116.340753,5,21,0.630
2011.120000,104.1239551080,30.6543146629,116.195298,0.136226,47.796593,-0.705446,116.331524,5,22,0.670
2011.200000,104.1239583097,30.6543156990,116.193783,0.147355,48.103205,-0.590103,116.341139,5,18,0.550
2011.280000,104.1239615535,30.6543159207,116.192227,0.136739,48.413843,-0.565429,116.328966,5,19,0.590
2011.360000,104.1239644027,30.6543155277,116.190628,0.148654,48.686692,-0.609172,116.339283,5,20,0.630
2011.440000,104.1239675688,30.6543155685,116.188989,0.143145,48.989891,-0.604630,116.332133,5,21,0.670
2011.520000,104.1239707048,30.6543150339,116.187308,0.125509,49.290206,-0.664148,116.312817,5,22,0.550
2011.600000,104.1239741016,30.6543158382,116.185586,0.136192,49.615498,-0.574606,116.321779,5,18,0.590
2011.680000,104.1239772025,30.6543150841,116.183825,0.128054,49.912454,-0.658561,116.311878,5,19,0.630
2011.760000,104.1239805512,30.6543142690,116.182023,0.130111,50.233137,-0.749295,116.312134,5,20,0.670
2011.840000,104.1239840130,30.6543148554,116.180181,0.119488,50.564653,-0.684018,116.299670,5,21,0.550
2011.920000,104.1239873887,30.6543147431,116.178301,0.133165,50.887924,-0.696516,116.311466,5,22,0.590
2012.000000,104.1239907971,30.6543163139,116.176382,0.135367,51.214327,-0.521660,116.311748,5,18,0.630
2012.080000,104.1239941124,30.6543158368,116.174424,0.136891,51.531816,-0.574763,116.311315,5,19,0.670
2012.160000,104.1239975005,30.6543150246,116.172429,0.126194,51.856269,-0.665180,116.298623,5,20,0.550
2012.240000,104.1240009101,30.6543141318,116.170396,0.138778,52.182790,-0.764569,116.309174,5,21,0.590
2012.320000,104.1240041640,30.6543154252,116.168326,0.134957,52.494393,-0.620589,116.303283,5,22,0.630
2012.400000,104.1240077846,30.6543144596,116.166219,0.129145,52.841116,-0.728076,116.295364,5,18,0.670
2012.480000,104.1240112650,30.6543156895,116.164076,0.134891,53.174415,-0.591168,116.298967,5,19,0.550
2012.560000,104.1240147689,30.6543165766,116.161898,0.123874,53.509962,-0.492415,116.285772,5,20,0.590
2012.640000,104.1240182744,30.6543146069,116.159684,0.122282,53.845663,-0.711685,116.281966,5,21,0.630
2012.720000,104.1240218429,30.6543155519,116.157436,0.128749,54.187398,-0.606485,116.286185,5,22,0.670
2012.800000,104.1240255256,30.6543157884,116.155153,0.127876,54.540074,-0.580159,116.283029,5,18,0.550
2012.880000,104.1240292374,30.6543160177,116.152837,0.121371,54.895524,-0.554626,116.274208,5,19,0.590
2012.960000,104.1240327545,30.6543156338,116.150488,0.127854,55.232340,-0.597364,116.278342,5,20,0.630
2013.040000,104.1240365679,30.6543156668,116.148106,0.125123,55.597524,-0.593693,116.273229,5,21,0.670
2013.120000,104.1240400594,30.6543142159,116.145691,0.126915,55.931884,-0.755210,116.272606,5,22,0.550
2013.200000,104.1240439624,30.6543153806,116.143245,0.129557,56.305650,-0.625553,116.272802,5,18,0.590
2013.280000,104.1240479160,30.6543161540,116.140768,0.123781,56.684261,-0.539451,116.264550,5,19,0.630
2013.360000,104.1240513848,30.6543144300,116.138260,0.123528,57.016448,-0.731374,116.261788,5,20,0.670
2013.440000,104.1240550978,30.6543152854,116.135723,0.126499,57.372019,-0.636149,116.262222,5,21,0.550
2013.520000,104.1240588500,30.6543156989,116.133155,0.130813,57.731352,-0.590121,116.263968,5,22,0.590
2013.600000,104.1240630056,30.6543148116,116.130559,0.124284,58.129310,-0.688888,116.254843,5,18,0.630
2013.680000,104.1240669765,30.6543157379,116.127934,0.107632,58.509574,-0.585773,116.235567,5,19,0.670
2013.760000,104.1240706957,30.6543144658,116.125282,0.116645,58.865738,-0.727385,116.241927,5,20,0.550
2013.840000,104.1240744192,30.6543164057,116.122602,0.111148,59.222319,-0.511432,116.233750,5,21,0.590
2013.920000,104.1240784923,30.6543154173,116.119896,0.109518,59.612377,-0.621471,116.229414,5,22,0.630
2014.000000,104.1240822243,30.6543159666,116.117164,0.110420,59.969768,-0.560322,116.227584,5,18,0.670
2014.080000,104.1240860669,30.6543152590,116.114406,0.107379,60.337745,-0.639091,116.221785,5,19,0.550
2014.160000,104.1240900436,30.6543169294,116.111623,0.110898,60.718575,-0.453138,116.222522,5,20,0.590
2014.240000,104.1240937448,30.6543162348,116.108816,0.104753,61.073012,-0.530462,116.213569,5,21,0.630
2014.320000,104.1240975254,30.6543159054,116.105986,0.110591,61.435059,-0.567127,116.216577,5,22,0.670
